"BU1,swolf, bioCO2=0","BU1,IPCC 2013, bioCO2=1, C1_36","BU1,IPCC 2013, bioCO2=0, C1_36","BU1,IPCC 2007, bioCO2=1","BU1,IPCC 2007, bioCO2=0","BU0,swolf, bioCO2=0","BU0,IPCC 2013, bioCO2=1, C1_36","BU0,IPCC 2013, bioCO2=0, C1_36","BU0,IPCC 2007, bioCO2=1","BU0,IPCC 2007, bioCO2=0",Land_app_NO3runoff,Land_app_NO3leach,Land_app_MFEN,Land_app_MFEP,Land_app_MFEK,Land_app_fert_NO3Run,Land_app_fert_NO3Leach,Land_app_fert_N2O,Land_app_fert_NH3,Land_app_fert_NH3Evap,Land_app_densPeat,Land_app_perN2Oevap,Land_app_perNH3evap,Land_app_perNasNH3fc,Material_Properties_mcFC,Material_Properties_densFC,Soil_seq_perCStor,initflow_C_cont,initflow_N_cont,initflow_P_cont,initflow_K_cont,Lanfill_CH4_Collected,Lanfill_Frac_oxidized,Lanfill_Frac_flared,Lanfill_percCStor_LF
-95.18260213,725,-101,731,-95,-159.8256606,829,41,628,-210,0.23614741,0.136318765,0.704140372,0.886658447,0.8705981,8.508405991,6.891922302,1.787316998,3.745950651,14.41324023,199.1461073,2.530127507,9.960162581,50.04287716,0.505458771,757.4509623,7.558693131,0.462727684,0.018091885,0.003885774,0.009247548,48.11845619,0.252186095,0.401067845,69.12325611
-92.53797807,801,-103,811,-92,30.08884505,1148,297,880,-37,0.265721635,0.160881872,0.58879708,0.958000127,0.748125154,3.50433976,7.308531742,1.890630887,2.743436518,3.978146873,218.137468,2.764903366,8.597863416,27.56228723,0.495211045,779.0521696,9.5179051,0.496595792,0.024625522,0.01370278,0.011481116,62.14955487,0.162956376,0.442096375,53.82226443
-29.53137441,516,-42,528,-29,-64.32557125,619,78,476,-100,0.29716331,0.242845197,0.500566099,0.922710034,0.922615842,10.31132888,6.618974815,2.146369738,20.9738894,13.67693872,198.1292363,2.786253576,14.90912885,37.77690809,0.453003592,770.1820906,5.470850475,0.287642274,0.022422672,0.02843304,0.02194937,61.61949948,0.198668826,0.389699558,59.62011032
-116.8083711,782,-123,788,-116,-609.0851984,370,-525,286,-630,0.175232389,0.127395948,0.667559052,0.938872065,0.729026119,4.01634183,13.95482052,1.551317722,1.138280944,17.80292845,202.8213761,2.984631415,10.28586398,24.4905681,0.461973131,696.3200711,11.94976348,0.464692396,0.009526446,0.011812019,0.017226042,68.12004643,0.138510536,0.253484995,83.14548819
-14.703798,464,-26,475,-14,-121.6518921,468,-7,353,-150,0.145142224,0.172106424,0.582384929,0.922000227,0.785806591,6.655657469,11.75251813,1.563301157,8.025404555,12.98167302,229.3602266,4.161083317,14.85830398,21.50403675,0.51416247,691.3839831,8.805712323,0.282711562,0.011559882,0.007663149,0.027830637,49.08670603,0.163553816,0.415214159,73.32954021
-7.586048416,652,-27,671,-7,-191.5035649,609,-56,473,-226,0.264032485,0.163016331,0.699108966,0.902163203,0.753675921,8.127125176,13.92075642,1.906884342,9.031846393,9.001449554,241.0969681,3.812436073,13.463957,38.56891006,0.496369302,694.4295136,6.152571882,0.379000703,0.03135732,0.000334262,0.013617686,68.49000953,0.150748841,0.395420328,63.44805987
-71.34455908,782,-81,792,-71,-156.0966954,863,35,672,-204,0.086170571,0.165109959,0.59571746,0.82809927,0.647778069,4.759830069,7.927755861,1.443461211,16.12577045,7.993383158,207.3815985,2.711861784,8.979229077,28.41427385,0.425971936,649.9656735,8.344541142,0.416945724,0.017325203,0.008097811,0.015036935,69.10604851,0.161781036,0.413306541,57.55841711
-84.82179714,679,-94,688,-84,-477.5168396,384,-383,290,-501,0.110813802,0.12638846,0.867567201,0.792372181,0.953014869,6.375545286,12.29873814,1.50874008,9.973468546,10.20759326,227.7000392,3.792487862,13.53225634,42.95476008,0.375428743,693.9513721,9.172205228,0.345480088,0.009799544,0.011431212,0.018995586,53.14057505,0.135168719,0.210583367,85.18197746
-67.31763015,930,-73,936,-67,-339.8817396,804,-164,628,-384,0.097369952,0.129416138,0.503596195,0.706634577,0.731249329,8.770280749,12.87788032,1.747236612,7.522895827,12.00608842,171.2043061,2.800993248,9.934151583,24.7218388,0.45194392,658.8790679,6.7192253,0.504229321,0.007174366,0.005290458,0.020784187,65.27144938,0.244623141,0.456593692,66.63008693
-71.43256166,662,-81,672,-71,-454.5455629,367,-370,282,-476,0.165333535,0.253742612,0.631799703,0.891595456,0.80857617,7.781599033,13.59164058,2.007544796,12.27547517,18.67069939,189.6397784,3.161103249,14.59062509,20.26917241,0.468135701,698.4316479,9.32165548,0.388757055,0.018755339,0.010581168,0.014452273,63.76258857,0.128907242,0.330024532,82.17177046
-78.4324287,514,-96,532,-77,-336.1337007,366,-249,279,-358,0.220940705,0.175739292,0.564316148,0.879751299,0.731022149,8.833769845,12.87967851,1.927253856,21.26776909,13.2201396,172.790678,2.692868824,13.27091159,33.71226278,0.474995631,731.7009521,12.00291147,0.330876306,0.043678615,0.007812353,0.022400531,50.3822931,0.191290483,0.497052662,83.01623886
26.44435419,511,8,530,27,-389.0433056,156,-356,123,-397,0.213700865,0.167559237,0.460497968,0.723142915,0.965136899,7.426167787,6.981300153,1.696503436,16.57873265,8.568208792,219.0038609,3.486344337,9.270240036,25.25506224,0.391790671,737.5250673,9.729701882,0.233100289,0.021342417,0.010782581,0.013677127,58.70728508,0.25119173,0.550942064,89.89236505
-122.3214279,380,-138,396,-121,-147.7944682,490,-31,373,-177,0.144087224,0.139390891,0.721202769,0.850689056,0.899292446,7.265664669,11.44002122,1.801911052,7.136745339,17.8433636,207.1755888,2.868069304,13.74354048,54.41486075,0.390403782,735.4876071,12.63913121,0.246085803,0.037125697,0.013609298,0.013581632,51.24018804,0.236718444,0.327893017,71.25972429
23.59329619,592,0,616,25,-249.9166629,444,-148,342,-275,0.134323347,0.159909088,0.677699244,0.947212366,0.881628681,4.382739733,7.713312195,1.70608715,20.25554595,11.04170128,210.4571172,3.805466741,9.387285176,32.53933971,0.394563395,635.5733722,5.741816373,0.278152985,0.030543823,0.010390878,0.011639384,54.15395931,0.267151841,0.48006808,75.4749534
-130.6530458,410,-140,419,-129,-331.6130819,302,-259,230,-350,0.264509028,0.138063606,0.753955798,0.711087271,0.942682622,8.110982362,10.5143469,1.538859197,15.07340354,11.55568631,177.1033096,2.272585597,14.99791549,45.42477259,0.460468983,734.2233682,6.352279063,0.292915681,0.032903258,0.030417992,0.021165156,54.43368867,0.14361942,0.300333503,83.93873551
27.80041073,518,2,544,29,-218.9418129,390,-132,303,-241,0.318919679,0.096018431,0.69937469,0.822376434,0.813343114,6.034065491,9.588350209,1.947695242,4.327935959,13.93924535,217.562407,4.468508036,12.60947815,33.68748828,0.446595872,678.6713003,8.632929909,0.267978097,0.029550587,0.018328169,0.026551699,64.72566117,0.19348689,0.394955727,71.75996123
-144.7686947,668,-150,672,-144,-559.810138,334,-482,257,-579,0.273562858,0.142333057,0.823625682,0.815062182,0.785487225,4.844309915,15.11765056,1.805837327,6.866932091,9.096152,191.6470992,2.481539931,11.66343966,24.90511763,0.490112889,627.540621,8.529366225,0.447260745,0.02237486,0.00266093,0.01341722,57.3577752,0.180888001,0.397893476,86.66219877
-222.3239276,601,-229,608,-221,-526.3101196,411,-429,314,-551,0.116331106,0.170033234,0.852961289,0.892471063,0.846329437,9.633176346,12.87990504,2.264541485,12.42784908,10.10443318,230.5241015,2.775003587,8.156480685,35.31131958,0.43975119,678.6723348,7.887779441,0.421144091,0.034582002,0.031490266,0.022492031,57.27638644,0.150214621,0.415889578,84.50280834
-61.07947327,699,-70,708,-61,-563.7698156,262,-503,202,-579,0.083710504,0.133440644,0.328353163,0.869261998,0.772259965,10.06902409,8.106725408,1.618607167,10.68426226,15.96514128,214.4000083,2.553601729,11.87969446,28.56541171,0.457469881,703.2535521,11.22109218,0.392358198,0.013291017,0.008294015,0.020349566,58.11638173,0.169824038,0.350529447,88.81828399
-116.2720215,452,-126,462,-115,-339.4569809,319,-262,242,-359,0.240685643,0.113554213,0.507424884,0.869979604,0.929409084,5.664003547,8.56736507,2.189780795,6.167470803,10.80716949,167.4850716,2.08993249,14.76371223,32.22774046,0.450685433,728.3011781,10.90220197,0.29797734,0.041938363,0.01793594,0.008431231,49.3834498,0.159026168,0.382236836,84.9226808
43.87153062,427,19,452,45,-175.4427094,307,-105,237,-193,0.218128295,0.17984023,0.674555192,0.792119209,0.696255397,7.329002298,9.302403161,1.953179769,9.777351448,11.82517489,246.4200917,4.595298137,18.92123771,24.44968468,0.502670924,672.944368,9.339914755,0.235566946,0.029870473,0.034787591,0.020425058,57.8403061,0.19631791,0.433165864,75.84596027
30.16337583,908,3,935,31,-219.7184378,857,-15,652,-271,0.134832964,0.164294633,0.43955073,0.709169924,0.756698159,4.027544655,8.874959588,1.514815536,26.75255564,13.96824178,203.5752926,3.442029942,5.504731196,39.56006492,0.475634569,653.0040228,10.63419713,0.480707795,0.035941762,0.012041603,0.019278061,60.48621128,0.141815309,0.338774346,67.06339594
-115.8574926,443,-131,457,-114,-413.6854154,233,-359,179,-427,0.34028718,0.168343601,0.626832487,0.86645521,0.939084694,8.685046608,10.5674524,1.646226094,5.223910299,18.82592094,231.7212289,2.282534591,15.7277888,27.73506173,0.458014666,658.9348736,7.570036336,0.304891475,0.047348275,0.01824347,0.017987656,56.70570325,0.159106144,0.248381171,87.54869201
-81.893615,436,-85,439,-82,-396.4060631,158,-361,122,-405,0.316048167,0.133621439,0.271168139,0.915803037,0.93891241,9.184579645,9.160885594,1.981992365,9.719048521,17.85252034,183.2455234,1.294486599,8.841616264,20.64974431,0.525932032,662.8708453,13.75343527,0.303421722,0.013471948,0.029620574,0.007097063,63.00142437,0.137275906,0.210560546,89.4730294
13.49398664,569,-9,592,15,-363.418908,292,-294,222,-381,0.254480072,0.198171581,0.626206721,0.77036941,0.931853178,6.337928958,7.449259071,1.840941353,7.099314939,17.03529315,224.9798004,3.716700194,11.18517099,30.26795783,0.456239728,677.7535599,6.944665561,0.30256645,0.031611813,0.010876595,0.019653823,51.308864,0.239749119,0.202794314,84.41585247
-69.13442294,539,-73,543,-69,-452.5555518,203,-408,158,-464,0.277526633,0.173972228,0.592773849,0.759036304,0.944247349,5.16218806,11.90728297,1.827080744,12.54364618,12.06902136,215.3506187,2.204732037,13.22335871,28.10849248,0.504924022,795.6118806,7.730084435,0.342350475,0.010240283,0.024520673,0.0098884,61.90126148,0.18709608,0.356265351,88.31961304
79.98721173,637,57,660,81,-293.4597289,364,-216,287,-313,0.191557999,0.169851471,0.337677104,0.719666052,0.951084596,9.266254066,7.375926045,1.804824399,5.59078296,16.06142091,229.8427158,3.718030972,11.30079867,25.77821113,0.432090062,752.1622442,5.037543939,0.288049755,0.022133965,0.009570856,0.028761064,67.94870911,0.192349848,0.527426673,75.08421937
-36.79311978,835,-51,850,-36,-632.3913792,321,-562,251,-650,0.164541469,0.174026426,0.59195313,0.8959509,0.8489143,8.609458149,8.121379575,2.123386159,4.496880236,8.514202346,203.5355803,3.472752578,7.175047124,12.16973848,0.415999749,707.0585162,7.47639535,0.420834326,0.022310356,0.011127475,0.005921747,65.83691353,0.192434335,0.400875863,85.75682765
-183.1190043,511,-188,515,-182,-451.0231175,329,-372,250,-471,0.266543067,0.185252172,0.646553406,0.908860774,0.766214594,10.06352123,11.71532141,1.812979105,5.752121578,10.45114443,181.4759118,1.776189575,9.452381375,40.64805385,0.483685144,664.1061059,15.22880165,0.380645784,0.020912393,0.003840757,0.035019038,51.42401957,0.168575992,0.326252866,86.35601619
11.49896925,513,0,525,12,-231.6477143,364,-144,276,-254,0.087620659,0.121239984,0.351005895,0.706411901,0.890530098,8.17458992,11.05142419,1.809095712,6.608937647,7.074758584,194.8192097,2.966177418,14.09101018,40.85935641,0.375872133,734.5810377,3.989571169,0.231573354,0.012060379,0.00367892,0.026663944,54.04226907,0.128949961,0.366670208,79.24755735
-197.9193638,743,-205,751,-196,-483.1132616,606,-343,466,-518,0.098488758,0.153468129,0.790080824,0.889369925,0.773884066,3.885252364,9.891864737,1.794209505,12.07436221,12.82655173,215.3557032,2.251193479,9.057460838,40.68811188,0.422481044,675.5591337,3.820655816,0.465080548,0.041061623,0.018264023,0.019016803,61.88416777,0.169343779,0.43459511,77.49754957
-69.33468641,810,-88,829,-68,-683.2271368,294,-617,228,-700,0.185997216,0.139701998,0.709610188,0.872119601,0.792525941,6.51462642,15.7566307,1.513266591,14.64332584,8.509736143,221.8766641,3.172879286,7.231195698,19.50459439,0.400616269,693.3777734,7.099113314,0.422045529,0.029535578,0.016715265,0.024959689,55.7119941,0.254000032,0.421640151,89.12433622
-112.2947064,294,-121,303,-111,-404.2993619,41,-398,34,-406,0.241188571,0.164819281,0.511480923,0.88771585,0.902754712,10.1234267,6.639482287,2.141902234,15.07207745,10.47935859,234.3282254,1.978879857,16.75254678,9.819173841,0.421348925,727.8829766,11.22509171,0.206995838,0.036531294,0.012176508,0.015791567,50.25000684,0.192508039,0.418499867,98.17177718
-21.23379741,749,-38,766,-20,-520.4432989,334,-453,267,-538,0.156202412,0.109982066,0.514466329,0.908730115,0.956096939,7.804624531,11.55646254,1.733497072,5.365045971,11.02241885,168.5444757,4.220020397,14.82585232,20.24405424,0.542867591,676.2346953,10.64389477,0.480041199,0.019218359,0.013668093,0.02835775,72.27644942,0.226067676,0.424271761,80.13142915
-65.07325353,518,-73,526,-64,18.10359494,763,208,573,-30,0.227397537,0.206635889,0.290997059,0.861675948,0.899789213,4.067963716,10.46325803,1.949130284,19.89651336,17.39184043,193.3470064,1.609679783,7.725366521,37.79780976,0.441271615,760.384361,11.84379547,0.294419143,0.02409357,0.010670931,0.014076729,52.80843369,0.115188857,0.348786035,62.19819011
99.64273451,734,63,771,101,-366.4452125,404,-270,308,-391,0.218064206,0.126123653,0.413674912,0.824089545,0.868467705,7.909104331,14.46088555,1.560620158,12.91039367,11.4909619,191.4891441,3.550089864,9.373800331,29.61335734,0.449995656,684.7432218,12.12878987,0.346420192,0.044075676,0.012741127,0.030039542,57.56034835,0.134933838,0.331863827,81.07068133
-76.48267557,379,-85,388,-76,-272.4767941,253,-215,196,-287,0.144910681,0.225638665,0.716201731,0.870437366,0.820761072,3.586732188,11.10482487,1.765604878,12.28945727,18.22100755,210.9618605,2.883782998,12.50170551,22.23542322,0.452534818,704.3534871,10.56759881,0.240289075,0.017872934,0.003139206,0.019543034,61.06879708,0.159510876,0.344699642,81.6388366
-129.4819878,525,-142,538,-128,102.7275579,980,350,733,41,0.283603484,0.235574532,0.503232117,0.776170313,0.734403315,8.741604843,9.763741132,1.400660784,3.601692354,9.436704866,193.8104169,1.846564052,16.14060561,37.99675083,0.474319971,727.5217461,13.46994553,0.359162314,0.043263686,0.015690607,0.023160911,41.60472904,0.165764916,0.528291113,63.39812747
-10.73439547,868,-30,887,-10,-438.923192,577,-313,451,-471,0.159922465,0.163333977,0.65129413,0.695191951,0.774723595,6.979153959,10.7426766,2.262518902,14.62741431,17.21185549,205.6176221,4.066262115,10.03894211,7.61907245,0.445264912,722.6408717,5.545821249,0.453243508,0.025255665,0.004019914,0.028353023,64.61560106,0.213641312,0.533826,75.2983077
54.16366333,563,20,597,55,-351.5897493,264,-290,202,-367,0.212596636,0.151396071,0.633737092,0.793161685,0.963116862,5.497432438,10.15757931,1.531466227,5.505670566,8.287402086,208.5103004,3.921919357,10.9603016,37.99239263,0.480617994,623.3322117,13.79100341,0.298496957,0.046922545,0.01966547,0.003986075,55.15552637,0.113617842,0.455114447,86.27828429
141.9762236,992,99,1035,143,-209.5362729,851,-15,657,-259,0.199978012,0.246668731,0.461820536,0.821525837,0.682260987,8.75851856,10.08709391,1.933601597,6.908501837,8.30575833,203.0892669,4.285422429,11.48518655,29.6560834,0.366962208,651.8782153,10.01926409,0.395328385,0.039099787,0.020561953,0.016881965,68.12134436,0.185857653,0.245086858,58.60478685
196.8665943,790,158,829,198,-239.3644397,504,-117,382,-270,0.161757667,0.179935313,0.273438929,0.716343124,0.629955579,5.219553763,11.73511191,2.099773674,19.05379333,4.242744589,215.2987563,3.251276621,7.208721426,22.14482808,0.420639223,663.1896304,6.441516842,0.306915833,0.047956554,0.00675392,0.026547484,52.04820748,0.117942689,0.550245921,77.87701301
-31.90800286,1063,-46,1077,-31,-276.5424901,1027,-40,790,-336,0.076997513,0.14113964,0.654007133,0.822828129,0.936066904,8.883566574,11.12805583,2.440854572,19.53605248,11.41287267,209.1513218,3.610297503,8.318589147,24.71386193,0.372141235,728.681918,3.577356163,0.489828361,0.022613744,0.008475195,0.007665067,63.3842409,0.135724891,0.518768795,66.72513589
-132.4838208,526,-142,536,-131,-634.4711048,72,-621,59,-638,0.307589593,0.135260551,0.769156027,0.921327003,0.987445547,10.52403476,10.72782182,2.08895681,18.8194066,11.40505451,219.0399066,2.890433721,13.85731308,29.242087,0.477949221,718.1908638,8.898200743,0.363771393,0.026994867,0.011374009,0.026161565,64.86661295,0.288488517,0.342389173,96.27065746
-68.58933611,325,-74,331,-68,-296.5930282,138,-268,108,-304,0.178055562,0.259381061,0.473272401,0.886264604,0.797120387,6.980747839,8.5612703,2.319727083,11.74266704,10.85432708,201.2765433,4.022615732,7.942718487,17.00839838,0.397744005,686.5904231,15.22609252,0.186519564,0.00263226,0.014682161,0.02749318,58.28658304,0.248454892,0.421983546,88.7697411
-60.61827131,713,-71,723,-60,-380.7550381,499,-265,384,-410,0.244300584,0.114239834,0.349018153,0.924314938,0.910492054,5.520176517,10.78704326,1.873764633,11.41095735,9.796688557,205.1581518,3.518194004,9.980398632,12.92869217,0.444599067,702.7867147,12.05958971,0.389835213,0.009845944,0.023127365,0.014263965,62.29513863,0.156354074,0.383532043,76.97451822
-28.5889206,587,-56,614,-27,-163.4433856,615,-29,480,-197,0.230290345,0.13807233,0.626517228,0.88112627,0.849415538,9.13163947,10.23507746,1.499701518,13.42611279,13.59782127,176.6898746,3.276440205,11.06270823,20.5208106,0.478308175,687.187828,11.82327975,0.354452441,0.044683318,0.010137218,0.03494392,63.64940262,0.236652662,0.511353582,63.95814115
-113.7869061,291,-121,298,-113,-344.6481078,105,-323,83,-350,0.126757916,0.128583926,0.730498871,0.904113587,0.700076565,6.076100184,12.94192894,1.527251766,22.51986276,12.80488213,202.8947246,2.284660235,11.55452975,28.23697347,0.405782724,731.6835381,13.45584581,0.198810315,0.016316384,0.023193471,0.028434406,66.18250028,0.195552179,0.195966525,90.78180378
-153.0082085,597,-160,603,-152,-437.8953875,416,-340,318,-462,0.273259224,0.203239099,0.818051371,0.883947054,0.968563158,9.373585242,8.168010775,2.047607952,8.085980782,10.12227073,225.2548313,2.702055471,8.101393616,12.08805057,0.420035911,710.1707877,7.910402756,0.367231726,0.023490127,0.021906609,0.014266478,58.45943904,0.169740752,0.374287675,81.82384492
35.75603232,579,13,602,37,281.0697521,1062,545,798,215,0.173934748,0.166009512,0.592597443,0.979484504,0.94219172,10.13328966,11.66107072,1.995402428,10.86628572,16.29552207,172.5849978,4.135774444,17.55152099,40.84363192,0.479942142,721.2988248,10.31718538,0.306365401,0.030547133,0.002818681,0.007630123,54.28904071,0.118223443,0.358489047,43.8362145
-202.9313796,336,-205,338,-202,-61.65126172,615,82,472,-98,0.181935469,0.157611979,0.73845346,0.859179603,0.608779239,6.813367812,9.177406531,2.097818923,17.82901898,16.16626087,177.0804303,1.990361897,11.17897909,25.12944671,0.495760136,627.0592873,9.429182069,0.308119608,0.037824771,0.001426045,0.028155675,59.99859653,0.146252304,0.489534142,62.98543857
71.80195635,634,39,667,73,-23.51336639,734,157,553,-69,0.135840074,0.138066904,0.57872989,0.885152606,0.81340891,4.60491534,11.23587661,1.322794866,5.994383135,11.77888774,186.5320416,3.652151265,12.76640449,38.00921204,0.481788873,672.0735636,9.142913449,0.327803403,0.044266871,0.014564153,0.02065129,56.19715329,0.138493649,0.258695873,61.33211898
-80.30467131,585,-91,595,-80,-281.9210386,495,-167,380,-311,0.168628909,0.156048365,0.561629522,0.827670627,0.935389433,7.428005477,9.382381438,1.806092889,16.69046258,11.28493976,235.1596099,2.722992687,8.679247935,20.16325271,0.504914037,735.1257511,11.50042759,0.380961995,0.023358924,0.010547304,0.015153065,63.53608927,0.143096154,0.362074792,73.30087736
-32.65145672,823,-49,839,-32,26.63195385,1124,303,848,-43,0.294935487,0.248169158,0.539127577,0.711262914,0.884114475,6.498765898,10.96376228,1.911335688,5.205653529,9.725260482,180.1621584,3.291373011,7.316300014,45.11664623,0.477031148,737.7095176,7.801458132,0.464428161,0.025425976,0.024419875,0.018671442,47.37933197,0.184528626,0.538738554,63.81861757
-156.296049,754,-166,763,-155,-226.9983362,880,-14,667,-281,0.206615718,0.238962053,0.970256041,0.906155106,0.94019788,4.879137275,9.434855117,2.264452298,5.845384841,8.571370911,196.1061313,3.6134191,11.30636993,33.78590163,0.355993248,714.1528149,5.80303381,0.402161849,0.022906077,0.028295921,0.013991796,59.60891689,0.177617186,0.224693578,65.98793072
-52.54790115,276,-55,279,-52,217.149217,685,388,514,174,0.190393713,0.127746732,0.515254091,0.70814369,0.627775726,6.160062767,13.67966164,1.662566688,5.954754518,6.366079414,192.1294004,1.668478512,13.23765421,51.19416676,0.484482335,709.3273132,10.67428808,0.180011088,0.004151318,0.008611034,0.025957634,50.27144631,0.131754287,0.340726493,41.62164819
-20.73599607,289,-36,304,-20,-291.4707273,68,-278,55,-295,0.146979917,0.154875037,0.599753084,0.792944551,0.81123186,7.887166865,8.588207023,1.765981182,27.08939585,4.387843544,196.3361349,3.132342699,8.627176525,36.76469125,0.422143255,731.4121189,8.912578173,0.164688525,0.023777088,0.021351269,0.027871971,60.63733662,0.204826022,0.198532712,94.00128433
171.5007158,960,128,1003,172,-639.8604784,251,-585,196,-654,0.130220757,0.224281424,0.273880647,0.698244995,0.882742575,4.538635587,10.84732595,2.097371805,7.184949026,11.43929985,202.0204238,3.821964297,14.33345305,40.48565644,0.47611096,738.8777393,13.40677932,0.442345284,0.048419857,0.015675367,0.018895216,64.51759822,0.187623981,0.410477066,88.7606364
-172.6391119,631,-180,638,-171,176.593023,1238,479,936,101,0.084832379,0.13608881,0.974505601,0.726471191,0.80447666,7.278504261,7.867768606,1.708200441,2.126445196,9.589396993,156.0153047,3.119055178,8.900104192,35.86578519,0.489440688,742.6877883,12.78886721,0.44644207,0.018284728,0.010301934,0.031580707,53.03384138,0.14734086,0.501529478,54.76767044
-231.7263477,614,-231,614,-230,-261.1749172,733,-101,573,-302,0.266326283,0.204593355,0.667191863,0.84004385,0.777433899,10.28278974,8.776906722,1.792306528,7.778732499,7.133365407,168.0806,1.379931179,9.951500023,58.21077277,0.4506727,654.8421469,5.242613375,0.43495917,0.04226322,0.005743643,0.017849438,71.16701048,0.143403234,0.408185705,62.60359559
-163.5600423,442,-166,445,-163,-590.2272357,45,-582,37,-592,0.124859309,0.104895206,0.695820894,0.891771418,0.742760572,10.45083761,14.43953308,1.935728573,24.98718177,8.979122624,213.4822402,1.852110265,7.493960917,6.99536174,0.484457978,790.2734763,9.304930346,0.332839844,0.029263192,0.007601099,0.013657339,54.7871171,0.194384884,0.315509303,98.3428305
-174.5091133,733,-183,742,-173,-272.2183992,799,-94,621,-317,0.112229615,0.163831335,0.773756181,0.724219538,0.748332819,6.886522748,12.54025843,2.356653997,20.17589535,13.79926352,168.8753421,3.180403851,15.19465792,34.84097402,0.43411617,681.1274419,12.19235578,0.452909106,0.025357815,0.015779119,0.016636115,68.15875365,0.155752684,0.431656541,64.46442144
-160.1618712,496,-173,509,-159,-90.34550131,756,104,561,-139,0.273053468,0.168993321,0.820021062,0.951800009,0.837475798,9.891107872,9.420054075,2.148800554,2.810732254,13.01855057,187.4628498,3.304077925,10.87001811,48.54544984,0.450981394,724.7683035,12.58893842,0.34817708,0.030229712,0.023723063,0.027351756,44.47832925,0.136281104,0.185940195,70.98531685
-19.28689549,428,-44,453,-18,-252.5408518,305,-183,235,-270,0.144368064,0.197046181,0.673876838,0.886893564,0.878291253,7.264251682,10.1495342,1.81147897,16.09244528,13.44202109,172.8329933,3.407815271,9.428319406,35.22163175,0.413518623,737.1262112,8.768758969,0.235048543,0.040117038,0.017775498,0.020064227,59.93811291,0.166959846,0.399637756,79.17346993
-45.18045233,435,-55,445,-45,-92.20767387,498,23,382,-121,0.291849344,0.137089244,0.318256794,0.917029792,0.713423468,5.406082127,9.40433698,1.735878995,9.434595072,9.224113538,223.9423043,2.968018256,9.043691705,40.6904238,0.492847566,680.9942898,13.21360558,0.270803447,0.011102799,0.024884565,0.033063099,59.6799262,0.193391371,0.388509083,64.58202777
-61.44189092,455,-72,466,-60,-312.9927431,280,-251,218,-329,0.118507968,0.122284551,0.775642464,0.933414896,0.682036383,10.60947227,11.88118542,1.699521917,15.88609578,11.73452853,180.8546744,3.235359777,14.96140456,19.8161924,0.543730232,698.5556072,7.209604385,0.326648063,0.0235744,0.025409065,0.022920152,67.9908601,0.138250166,0.333502745,79.31890441
-52.60437267,599,-62,608,-52,-271.9792752,484,-159,371,-300,0.207772797,0.201180119,0.409018685,0.729384918,0.699730838,8.352100925,10.02655628,2.405102446,6.347634416,10.87082958,172.5963885,2.735168,12.54574876,38.91156581,0.434018403,698.3890789,10.58591491,0.323460336,0.016750894,0.029738279,0.010606709,57.57276045,0.16388416,0.49507416,76.22440403
3.761523111,340,-15,359,5,-196.1603902,216,-147,167,-208,0.175700365,0.105479533,0.529020564,0.709439856,0.808365117,6.734464756,5.736887547,2.079202669,8.447347472,10.7275341,190.4087431,3.089268026,19.08522675,26.83221684,0.453763415,708.1027953,10.54301955,0.187197607,0.035885757,0.010740336,0.011595261,60.52181992,0.133180948,0.412429822,80.96741011
73.34239859,614,36,651,75,105.2885886,879,320,665,51,0.118970262,0.179069207,0.602912586,0.919694289,0.869461788,9.772980007,11.0896102,1.971523024,9.606631042,13.89898988,206.2794208,4.165970413,10.49569858,45.36525795,0.424324657,772.8239763,9.87541714,0.291236915,0.042493088,0.006835128,0.034697955,58.9865564,0.140913526,0.266668227,50.18382574
-12.5553343,613,-29,629,-12,-541.7909074,138,-512,109,-549,0.144512678,0.115040295,0.472462804,0.940450689,0.883240559,11.20576426,5.939060233,2.048891504,18.47992651,6.564848418,204.0855051,3.10350919,8.395118688,20.52713725,0.40423726,642.8038292,8.468379571,0.301092446,0.024164765,0.027216385,0.010042244,59.81874216,0.178640496,0.440134258,93.17347927
-50.73484249,601,-69,619,-50,-235.0458767,556,-103,424,-268,0.2366409,0.114326895,0.673431699,0.731073133,0.695603689,10.40046644,6.774215566,1.7305572,13.00823734,12.30259827,174.0286622,3.541002305,14.01570362,54.35776392,0.5247886,653.6023731,11.85499245,0.397421432,0.033569712,0.013601202,0.021093552,56.01427692,0.22150729,0.287720137,71.95821199
-122.1810533,490,-131,498,-121,-504.2618011,169,-466,131,-514,0.318857099,0.189843728,0.765452828,0.79916959,0.813334222,6.866188063,15.06914728,1.997487615,21.41351458,9.445259315,208.072634,2.777949625,11.69052345,46.87283228,0.508877559,691.211285,8.749756683,0.357871267,0.027569361,0.011001365,0.024952079,60.26448912,0.131128289,0.360477751,91.50451652
-41.17310993,634,-61,653,-40,123.2333279,1035,380,778,58,0.150817682,0.197485702,0.802997103,0.733545064,0.953868833,5.175820374,14.71832939,1.578917014,9.659504309,9.749026205,169.5661649,3.925292076,10.09461928,19.64955639,0.518065534,711.580545,8.949144494,0.408096044,0.031674864,0.012277391,0.01975015,57.83484342,0.146873604,0.17178666,50.09557391
