"BU1,swolf, bioCO2=0","BU1,IPCC 2013, bioCO2=1, C1_36","BU1,IPCC 2013, bioCO2=0, C1_36","BU1,IPCC 2007, bioCO2=1","BU1,IPCC 2007, bioCO2=0","BU0,swolf, bioCO2=0","BU0,IPCC 2013, bioCO2=1, C1_36","BU0,IPCC 2013, bioCO2=0, C1_36","BU0,IPCC 2007, bioCO2=1","BU0,IPCC 2007, bioCO2=0",Land_app_NO3runoff,Land_app_NO3leach,Land_app_MFEN,Land_app_MFEP,Land_app_MFEK,Land_app_fert_NO3Run,Land_app_fert_NO3Leach,Land_app_fert_N2O,Land_app_fert_NH3,Land_app_fert_NH3Evap,Land_app_densPeat,Land_app_perN2Oevap,Land_app_perNH3evap,Land_app_perNasNH3fc,Material_Properties_mcFC,Material_Properties_densFC,Soil_seq_perCStor,initflow_C_cont,initflow_N_cont,initflow_P_cont,initflow_K_cont,Lanfill_CH4_Collected,Lanfill_Frac_oxidized,Lanfill_Frac_flared,Lanfill_percCStor_LF
-67.13284734,702,-86,720,-66,-550.3838793,315,-478,242,-569,0.17228119,0.214194033,0.472688738,0.901311795,0.925375916,7.210086726,10.72552315,2.026847803,8.524950226,13.64065215,229.0110083,2.531135369,10.61090377,14.36785928,0.449307008,662.8355382,10.57166837,0.401717197,0.042754886,0.015491498,0.014354281,58.85691019,0.170351094,0.402554143,86.84143678
-112.8383318,520,-129,536,-111,-275.4921308,502,-150,377,-307,0.128207016,0.278227531,0.847248357,0.905353939,0.866026137,6.328491917,11.27732207,1.671322651,9.441415757,14.45595427,207.2485056,3.28691166,6.54204429,29.32618479,0.455576423,700.300616,8.536817607,0.342665311,0.034106757,0.01327914,0.027306438,46.85574633,0.136395244,0.384907942,80.04470628
-263.7991379,420,-266,422,-262,-120.5761582,718,31,566,-159,0.06609601,0.148792266,0.573523762,0.783570548,0.954118481,6.809809748,12.33415751,2.270992247,3.120153954,6.75834247,231.3916894,1.491353596,14.04725384,41.03320652,0.393087539,619.125452,6.170080701,0.326137669,0.049721076,0.030325804,0.02692086,71.3432635,0.170610387,0.502909675,55.66402271
-26.79112642,714,-42,730,-26,-180.573262,735,2,552,-227,0.289558612,0.130317402,0.568574788,0.796188032,0.937574653,9.121313508,9.371858317,1.993390869,17.78774597,12.99253209,187.1701211,4.40862089,14.05228655,25.70792,0.444015445,706.6362119,8.652657298,0.382099371,0.01353399,0.007431636,0.035445314,49.60164083,0.142927083,0.36930847,72.72823872
-107.4159561,745,-113,751,-107,-473.6075361,484,-359,370,-502,0.202796703,0.162586464,0.636275268,0.87697367,0.802727485,9.287164041,12.48746463,1.334296483,16.39994712,11.45092503,225.211612,3.02593057,7.535237253,40.65172279,0.497422887,656.903591,10.71991389,0.473680573,0.00507738,0.013197176,0.035018071,57.55672391,0.173472721,0.393363489,81.27186089
-55.23462919,608,-64,618,-55,-441.4036071,293,-368,220,-460,0.15603219,0.201676759,0.426452326,0.747941935,0.947227831,8.335549526,6.567505072,1.720977909,2.9754883,16.93016441,213.7905577,3.332728229,9.777002622,52.21271618,0.464050989,769.8126419,13.69887046,0.345566208,0.012016781,0.016964571,0.003606627,41.40754572,0.131142616,0.321693908,89.45427788
-147.4325214,431,-159,443,-146,-440.6517041,216,-391,166,-453,0.126397683,0.263612057,0.754132484,0.847166309,0.668827326,3.863177104,6.709238564,1.844996975,15.33071136,18.77186381,235.9227972,2.663476105,3.171828558,23.71731165,0.411821317,652.6718141,10.12620681,0.287140019,0.034611914,0.00511292,0.017681392,59.87299134,0.135106959,0.319520217,88.43211037
-85.60235224,704,-99,717,-85,-150.8262857,832,64,617,-205,0.12499004,0.21114394,0.589276927,0.82335332,0.773445323,9.463734084,10.11653755,1.49811548,10.56035556,10.67618827,209.9920849,2.508892927,12.35596616,24.7285154,0.408802964,631.2163314,9.487936738,0.379390828,0.027876993,0.007595764,0.012881594,40.36421418,0.141039445,0.266034615,74.43847229
2.985590984,455,-21,479,4,117.0596282,765,310,572,69,0.258452541,0.085750148,0.613379683,0.933549992,0.85132665,4.638186042,9.104501873,1.699767302,8.699545473,5.940637898,177.1689997,3.366935506,9.985399855,22.9113011,0.42921985,750.1548696,9.552701385,0.240837904,0.037373098,0.025873012,0.017271529,46.08195508,0.164258458,0.3047334,57.43545997
-53.37689825,770,-74,791,-52,-777.7913331,113,-754,90,-784,0.286657292,0.213845853,0.834043914,0.913406052,0.897454786,4.567594299,10.45258866,1.258954961,20.23953166,9.935209389,208.6305096,4.403611117,9.118681332,19.83917422,0.413221353,745.9808412,10.52135143,0.405936618,0.019487455,0.007924276,0.0324253,60.13540652,0.22171911,0.348418549,95.64450171
-246.0076747,437,-251,442,-244,-220.2169964,613,-72,465,-258,0.22370636,0.08416804,0.842632623,0.841771122,0.773168076,7.139214512,8.952309211,2.264763574,7.111482451,5.325462243,196.6193319,2.651664448,7.296878539,8.448647078,0.435486664,684.5409592,9.642464173,0.349218892,0.0409689,0.010604183,0.013459019,58.79023415,0.136428718,0.28863031,71.00917506
-59.58078442,952,-65,958,-59,-419.715257,742,-243,566,-464,0.169622138,0.282704158,0.58997653,0.876642974,0.884481689,9.017929545,8.853408449,2.186362395,2.408284551,6.205451587,182.2549032,2.799941309,7.804192511,49.67953354,0.359815261,669.3682248,4.2582366,0.43915492,0.007155206,0.010298974,0.018415132,55.90714316,0.215360647,0.355448739,75.11009385
-26.29996925,619,-47,639,-25,-297.077176,481,-182,366,-326,0.189591802,0.092481093,0.637382526,0.895661452,0.913841606,9.842926782,12.89958478,2.282600464,4.334278272,13.07063796,237.5880048,3.621299393,10.85854555,24.76044077,0.432771585,670.1391938,7.175358859,0.332822223,0.033108097,0.011312723,0.018609249,58.50873999,0.134936224,0.314636178,76.6424782
81.84300874,640,51,670,83,16.87684089,771,208,579,-31,0.238462416,0.167018557,0.485671602,0.805627648,0.813692921,4.204910278,10.31157097,2.153330334,12.66541987,7.931048917,227.2497378,3.637720281,14.98158723,45.26040694,0.453908721,750.8759166,7.967653376,0.305226518,0.043057144,0.009644325,0.014400498,52.65854947,0.160214275,0.255718314,60.43394191
-214.1025858,916,-219,921,-213,-776.9092623,449,-676,348,-802,0.0772567,0.189795082,0.642021308,0.70522121,0.932824616,7.705863416,7.932358278,1.730492741,1.534429968,9.304062434,189.9043279,2.128568927,7.430760287,22.92044002,0.434703267,650.6939545,15.24233369,0.555266455,0.014064964,0.010747878,0.016565021,64.40929594,0.135655698,0.512694024,85.6883774
-19.01821901,633,-37,651,-18,-627.2887208,73,-614,60,-630,0.193769714,0.122243835,0.66577395,0.647539699,0.737810521,5.729497661,14.31517082,1.448180962,4.672806288,13.6523854,196.8204658,3.333835337,14.94098633,46.04101868,0.51798675,740.0709626,7.665023254,0.390662306,0.032650126,0.015299558,0.01391944,69.69309842,0.269318225,0.371474266,95.82386748
-197.485487,639,-199,641,-196,-387.9580553,578,-253,443,-422,0.073550865,0.096390052,0.740306693,0.855308324,0.744168229,5.820882506,8.982213476,2.032201295,4.805688087,14.58729242,211.1681556,1.658451834,7.762575568,35.79759988,0.411932363,612.8542288,7.915628379,0.401136002,0.021534285,0.009937891,0.032583501,59.2056151,0.152110136,0.465715838,77.28896872
-82.03721129,607,-95,620,-81,-216.2608808,603,-82,469,-250,0.151734372,0.206880555,0.655532693,0.761159761,0.977430901,5.628479964,13.38298986,1.919583071,16.34668722,11.40274981,219.0804998,3.666620266,14.86871026,11.15063466,0.474462408,651.7500198,13.14098856,0.373695871,0.017611221,0.011639259,0.020137659,68.4878428,0.16172597,0.39525301,64.51248488
-128.9398602,895,-133,899,-128,-134.738682,1103,130,839,-201,0.195226561,0.107354726,0.634778446,0.747667505,0.876073315,10.50255589,9.34567564,1.583236685,10.29087963,12.42139724,180.1986784,2.195255426,9.274300119,32.56006357,0.477094851,686.165332,10.44951686,0.542846926,0.002963396,0.015634151,0.028642167,53.81412435,0.210906295,0.433327099,65.00775998
-124.6089905,450,-130,456,-123,-225.0756681,463,-113,351,-253,0.201302383,0.144456982,0.606999522,0.954310223,0.866581226,6.954403122,7.989315735,1.610117363,4.666329539,12.20102467,220.2254803,1.669812127,13.86190803,33.46835928,0.418107633,702.3900865,8.856796225,0.283245727,0.019130801,0.016373734,0.030328047,49.75582469,0.186339763,0.419800158,77.28977137
-96.5942231,415,-103,421,-96,-304.9394849,276,-241,212,-321,0.154737834,0.177109846,0.632418666,0.839717592,0.864747358,6.308675172,6.032326218,2.116878907,1.436712204,15.20425237,216.3269574,2.511156725,8.852666414,44.59384238,0.513726325,622.0131903,11.77139618,0.298894937,0.018425917,0.004131524,0.018752006,53.40023273,0.232498658,0.347150384,83.17241278
-65.97607379,461,-83,478,-65,-178.5479395,458,-84,364,-202,0.069476766,0.190776514,0.861724322,0.778814496,0.863949045,9.097049736,10.85857188,1.240389248,8.851608589,5.720298453,174.662561,3.73132975,12.49327015,34.57951287,0.504041912,754.3633987,13.9188428,0.311466821,0.026617629,0.008605256,0.014305447,73.57839074,0.171495705,0.460295311,61.66988833
-121.4177229,572,-141,591,-119,-468.9277445,340,-394,265,-488,0.143561114,0.200736145,0.658899194,0.897644554,0.788030642,9.753690141,9.53923601,1.992572305,4.1587097,12.57873182,172.2268644,2.662717154,15.51790179,50.32158592,0.388199341,610.0836323,5.31595561,0.335666369,0.054888867,0.016722426,0.014941445,66.44325861,0.158056024,0.452545552,82.37899176
-156.2547172,763,-158,765,-156,99.46160881,1256,401,954,23,0.264185149,0.279399263,0.807812395,0.985363713,0.831220488,7.325138237,11.61645918,2.358425954,5.358341386,12.47381308,209.8460955,2.399165691,9.469976924,40.99204327,0.43039328,732.8177976,11.7640378,0.446731936,0.007561424,0.016893485,0.014428786,63.202852,0.124662466,0.294073772,49.43916041
-140.8449149,567,-162,589,-139,-466.9984773,373,-376,281,-490,0.265251877,0.131040041,0.781785808,0.829782886,0.958226866,2.745301588,9.561944744,1.540562992,16.81451839,15.71223076,203.6998042,2.967698079,9.720433849,42.43960521,0.455709013,670.6567989,10.34800245,0.386327496,0.049305715,0.018067028,0.020586018,46.18099287,0.199688454,0.261563049,86.20148872
-80.38104614,1073,-89,1082,-80,-533.3594853,792,-336,595,-583,0.058732238,0.126615421,0.495156775,0.838085226,0.895846793,6.500419441,6.843419603,1.850933725,15.19968631,9.339510618,176.3908514,3.603872642,15.56087227,11.02869902,0.397591324,763.5750756,7.717559209,0.533491454,0.007864612,0.027314981,0.024145453,44.26240096,0.220889937,0.322233731,80.67789366
192.6835983,798,154,836,193,-306.5029986,430,-203,327,-333,0.213285211,0.128843702,0.317956306,0.878472776,0.924682367,4.548708318,11.79592764,1.90664102,27.20813894,15.83892778,206.6900029,3.708063389,15.81135755,48.05358957,0.365560078,697.9713338,8.027801386,0.28351783,0.038276288,0.013388759,0.007215909,57.16089191,0.132424429,0.322689746,78.79876764
-67.62001514,516,-79,527,-67,-103.1715591,623,45,475,-140,0.264961463,0.216164796,0.612563374,0.912278839,0.882721977,8.688537039,14.15165603,1.976245449,2.266157938,15.11287514,217.6779438,3.090560223,4.879604296,40.56506553,0.462597933,733.0261712,10.00025338,0.312234576,0.01916736,0.013190476,0.025944967,54.51871979,0.170807132,0.479422872,67.88305636
2.524520161,554,-17,574,3,-268.3857879,384,-186,302,-289,0.207032459,0.177976245,0.696001415,0.844430176,0.78272615,3.277377209,4.778568654,1.716936312,6.953987727,11.26893009,167.8860535,4.002225503,10.59918746,19.77059759,0.418451391,723.8145409,8.636195435,0.277061896,0.024974345,0.02176604,0.009281478,65.57934981,0.195195627,0.574123343,74.75312632
-63.35334999,753,-80,769,-62,-431.2324603,512,-312,393,-461,0.144719688,0.2172425,0.532288415,0.611960597,0.845870824,4.326363901,11.0226331,2.28470029,19.36188929,5.819047773,157.5129437,4.19847745,5.474985392,43.21028336,0.359481593,636.8433762,12.67157463,0.364030369,0.014075951,0.012563397,0.032595503,63.09075921,0.147090628,0.339142481,77.66907296
109.9375188,745,74,781,111,-365.7294677,401,-270,305,-390,0.12294951,0.195297922,0.442865239,0.747182082,0.890993748,4.509975272,5.606994419,2.048845019,10.57285763,6.220767263,221.154039,4.334380352,11.58816509,37.75175637,0.392609169,614.2664553,11.29484381,0.312143083,0.032501948,0.007866901,0.023600341,53.62685543,0.174124943,0.354372351,81.88236978
72.70312031,722,43,752,74,-255.0805299,538,-134,417,-286,0.261281693,0.286118993,0.62871764,0.685516075,0.83890229,3.480801281,9.584191839,1.66439834,17.37521254,9.824295259,176.2518331,4.215024792,11.73739909,32.34521018,0.449546034,687.7734027,7.299830961,0.348214892,0.035083849,0.012164833,0.012814601,62.24850394,0.229838464,0.394008806,70.0897944
35.65700643,593,14,614,37,-305.717242,361,-219,274,-328,0.148240416,0.131479201,0.471092226,0.865384778,0.84356387,5.167093344,12.51668774,1.594413463,17.07032683,10.93540664,200.8706237,3.639104684,7.856646987,34.50275518,0.455062533,760.4217989,8.050215077,0.300814324,0.024678035,0.008059348,0.032911696,50.25207195,0.149294045,0.452745298,82.89232451
-136.8668978,701,-143,707,-136,-572.8419158,351,-486,265,-595,0.118124586,0.242642045,0.582541758,0.870837661,0.704538595,4.237626264,10.33992222,1.276056092,6.182277181,7.553340097,206.3640131,1.806728083,9.93411749,10.6314264,0.512949866,746.6130374,11.57815631,0.481160259,0.023188031,0.020793391,0.01507343,52.66730423,0.127424128,0.21635353,87.78941896
-130.6453094,253,-142,264,-129,-155.8409455,325,-82,251,-174,0.289440197,0.203223632,0.571849658,0.821835061,0.949632598,7.316768884,9.767085209,1.882308737,4.822805239,12.2817045,193.7539533,2.003939891,14.34410954,19.4593327,0.409299874,711.4396591,8.529591978,0.196534862,0.047708286,0.017296734,0.01308537,62.47081326,0.177110443,0.380091929,71.87579804
-106.304728,355,-124,373,-105,-127.6721998,462,-24,358,-154,0.155849617,0.244786606,0.832818744,0.795138506,0.83926585,4.45558778,10.65206721,1.595109937,6.044452194,10.38547507,191.3045666,3.161122505,16.03482961,41.38186851,0.441859457,709.9946638,10.60845272,0.250188294,0.041412557,0.003958113,0.009598876,66.19557264,0.124289159,0.482271041,65.72546896
124.2137044,633,94,663,125,49.92526592,745,237,558,3,0.165166554,0.134790834,0.398480797,0.865392411,0.793649292,3.140376156,6.726075918,2.092267391,2.088585377,13.48946384,222.604155,3.754681145,10.55525783,12.49815352,0.481741953,677.2339634,7.207276939,0.292197671,0.039109717,0.020432736,0.009649182,49.68802234,0.108757775,0.366585348,62.2943669
-154.6698032,387,-161,393,-154,-157.5054196,496,-43,382,-186,0.138109407,0.156733952,0.608448947,0.887165817,0.792731482,8.14001189,12.30043178,1.764887359,25.44469944,12.25636069,178.1531145,1.901133587,7.776921256,21.30318442,0.434105478,672.7382425,14.43481162,0.273794213,0.028876266,0.012108615,0.014273379,62.91131465,0.12948592,0.458567884,68.75320599
-59.02678352,388,-68,396,-58,-309.7905775,192,-267,150,-320,0.233647249,0.08060568,0.463458915,0.86285512,0.956826097,3.904388434,14.46084854,1.813558426,6.91376694,10.36021655,208.1525779,3.389653684,15.16920168,28.7459224,0.44761922,714.9467586,13.88471434,0.232125122,0.007900013,0.025042027,0.025169859,68.72792981,0.103435295,0.260427646,83.81569979
-63.35752925,620,-78,635,-62,-81.96043536,772,103,587,-128,0.21207694,0.132214032,0.409116302,0.779396631,0.91437257,9.877513327,6.766839716,1.769205697,14.90405151,10.24254399,202.1923414,2.599774867,14.8290434,9.89436236,0.446120836,749.3801489,14.31686972,0.352108696,0.025835622,0.011249771,0.018820469,48.08885861,0.230894503,0.535062279,67.49042882
-97.20645782,953,-111,966,-96,-448.8577051,764,-272,588,-493,0.28262055,0.239761177,0.667002925,0.958025666,0.766934778,9.010214914,11.39018618,1.816363725,7.950826433,7.307846789,228.2551648,3.963686028,9.140647705,12.39161255,0.433355881,722.848471,11.04213313,0.520796508,0.01528402,0.013367168,0.024926102,63.32755633,0.124841845,0.493311425,74.46029561
55.33866159,1086,19,1122,56,-857.1587035,273,-802,218,-871,0.196598516,0.196714603,0.422256771,0.730519894,0.890780296,8.902574554,10.96440773,1.576387555,4.173387654,10.86711185,212.1913943,3.516342526,8.842786268,46.10323062,0.370305025,688.2190489,11.99141628,0.471891899,0.03917508,0.005318413,0.014962242,73.90393185,0.193558274,0.383485717,87.82046333
20.39015991,1069,-13,1102,22,-844.7871843,317,-780,253,-861,0.163634356,0.258863071,0.567845423,0.8413359,0.716114881,10.73294028,8.576454072,1.88920334,20.08376547,6.601407824,224.7040457,3.438455252,11.55450779,45.16700945,0.418215357,733.1025969,7.16824578,0.522398825,0.050154912,0.013376947,0.018834651,71.85407425,0.194856452,0.492373336,87.12787936
5.08209649,459,-15,479,6,-376.6859432,143,-346,113,-384,0.244887769,0.148958222,0.653033693,0.973914618,0.874909776,10.17971785,8.316864931,1.522536628,9.716473981,11.38032641,194.2811804,3.470748084,7.120581032,54.36787141,0.396110683,680.1922051,7.122944362,0.224427039,0.026842779,0.016483256,0.013987578,67.39079796,0.149707614,0.270294933,88.86459473
-63.42205846,839,-77,852,-62,-844.1118705,109,-820,85,-850,0.057609091,0.282795541,0.537717388,0.675789482,0.744467209,9.937824813,9.318787834,2.005115466,4.911880722,11.89356528,170.7911737,2.533033454,15.5106735,58.83676434,0.387936533,672.5690525,5.935778932,0.416739841,0.031518753,0.01654589,0.009166614,53.39736758,0.143055295,0.437564879,96.84654969
-26.98566934,731,-33,736,-27,58.81232993,1010,300,768,-2,0.226942809,0.199411736,0.757877607,0.763766813,0.741480811,9.809290491,9.093655411,1.855038212,18.30429238,7.420097464,229.9464242,4.963582708,9.288030888,20.2155243,0.462011438,617.2434219,3.993063519,0.390943071,0.003955388,0.011773562,0.014562078,54.99863835,0.221225316,0.372223422,55.11512725
51.39671354,712,16,747,53,-53.36463735,810,127,630,-99,0.161481939,0.153667796,0.425366984,0.898377715,0.986075359,3.384247118,5.532942258,1.592975793,16.68976383,19.37726796,209.8822817,3.080707543,10.21926629,8.190307975,0.411582824,744.9302424,12.27227383,0.338441211,0.047606508,0.01250957,0.032314217,64.29203428,0.247169065,0.408918757,53.72484913
-64.48146152,578,-77,591,-63,107.263662,967,353,721,46,0.160009668,0.091841306,0.620384396,0.828557842,0.824597721,6.451975883,7.838580682,1.911388566,7.081470493,8.634930855,175.9403108,3.05915914,11.97458734,21.91549897,0.413976345,712.7384353,9.584243508,0.314708149,0.022702315,0.010650226,0.018906554,44.26008947,0.161521939,0.322237663,61.03938396
-55.60310136,728,-62,734,-55,-324.0895516,574,-194,443,-357,0.194284122,0.172545703,0.407522487,0.848252643,0.748770911,9.069710921,12.75750421,1.821586794,19.27251726,6.07860549,173.1241956,2.344654604,11.72030813,15.12904323,0.386134887,692.5334888,6.967322739,0.356066515,0.009776225,0.022307071,0.017646164,66.24426066,0.214568127,0.247757663,68.97556012
-25.25920396,562,-40,577,-24,-238.2085199,468,-123,353,-267,0.172055486,0.104659366,0.570133955,0.707627645,0.723528121,7.983704416,8.033963813,1.48882111,5.81797476,9.452079348,226.4968155,3.000016722,17.54514433,36.79125647,0.485756316,708.3489421,8.185525774,0.329073745,0.025540867,0.011702432,0.021151176,51.88361302,0.165481505,0.276757884,76.89371093
-229.4318834,528,-245,543,-227,-683.2074381,157,-649,123,-692,0.165442147,0.130926803,0.660780531,0.840766236,0.846228362,6.81804515,12.14537897,1.881779815,4.934043958,12.86753191,168.3227141,2.406206924,4.799189134,27.04246804,0.390520346,685.5970095,15.28136863,0.364330599,0.049463461,0.01291798,0.025142021,57.48493878,0.160488577,0.475754385,94.05831472
-140.890996,577,-146,582,-140,-497.1960225,298,-432,233,-514,0.302368804,0.168661843,0.811974524,0.802468858,0.860877932,7.064855161,9.607655744,2.049077455,11.33728664,17.1957494,186.0378102,2.608828934,10.81741184,28.18579172,0.434454044,630.2254744,8.58267933,0.360054051,0.018751743,0.00546505,0.024761245,60.54157646,0.217591165,0.558243343,85.80212268
-110.3552296,724,-121,735,-110,25.59462604,1075,284,817,-39,0.179205744,0.108865751,0.542388038,0.922760244,0.820800827,3.277553112,8.218620771,1.428850626,27.85267808,17.76363091,202.6174033,2.675402999,10.02673536,29.91208515,0.372605726,717.8053553,14.49152327,0.372771612,0.017979615,0.020414911,0.004436371,56.29255649,0.205392389,0.345869393,56.45183627
-127.648302,507,-133,513,-127,-348.4685858,382,-253,287,-372,0.236936011,0.182793732,0.725750397,0.74250282,0.787517433,7.607496101,9.067242666,1.388758027,26.4454373,10.254762,224.3988893,2.035197404,13.85682388,45.4045906,0.465601177,717.7177208,11.40623703,0.336234599,0.016048766,0.016036562,0.023923277,45.40910315,0.147195517,0.279912417,84.45338574
-9.914214546,489,-25,504,-9,-167.9532015,446,-60,339,-195,0.171831619,0.147156725,0.488302482,0.815468759,0.918028517,8.754985709,9.225242657,1.300764689,17.67335018,8.661913715,179.7247508,3.264634182,14.56515601,33.45185287,0.508506742,691.6226458,10.14044521,0.296118981,0.020389029,0.014304319,0.031024319,52.43328358,0.175395577,0.381848268,74.26716797
-80.95421174,598,-86,603,-80,-294.2028943,487,-181,374,-323,0.186573665,0.09168265,0.671221421,0.815645105,0.844231152,6.989423839,9.026208998,1.860773822,25.49256363,6.663382264,182.7814265,2.506667335,6.367384477,18.36071296,0.364317849,713.9023488,7.655759737,0.299132256,0.011519539,0.005776012,0.012587251,62.44007665,0.176019617,0.320944606,73.636047
-56.3830116,747,-70,760,-55,-517.5933427,389,-430,301,-540,0.139677379,0.097732253,0.710669605,0.880894084,0.760487662,7.000520614,10.93607062,1.944975683,5.057222491,15.5145658,162.4995124,3.73156951,12.31973225,38.43983001,0.406827205,749.0384249,7.070728865,0.386905112,0.016689575,0.002924366,0.036630665,65.98248292,0.176237695,0.296706647,81.17323711
-76.20207704,402,-80,406,-76,-157.7665843,416,-54,312,-184,0.230804875,0.119646323,0.795191115,0.899755476,0.910241581,7.70970348,7.987521772,2.2275984,12.50895753,9.41890265,206.3904519,2.859869018,15.41363944,18.87985173,0.379496165,688.8989042,7.703314406,0.217893021,0.007916266,0.014245991,0.014797804,44.6273792,0.122921061,0.414749357,78.42669614
-3.66876507,677,-22,696,-3,-591.527684,148,-559,116,-600,0.130643408,0.245503064,0.566490583,0.854603578,0.870209287,9.363713433,10.79390254,1.571262018,12.49123118,10.68201998,216.6160967,3.66609718,12.95408622,28.46768209,0.452607315,629.1304624,9.504080242,0.35657298,0.023489429,0.010436524,0.011716724,57.70904576,0.26030666,0.277583265,92.7956341
-103.5805782,782,-111,790,-103,-105.8702164,986,138,742,-167,0.179900317,0.1981838,0.480463139,0.749650451,0.715195389,6.05506537,4.859070915,1.919239591,7.008245585,7.720921395,208.8884317,1.903937822,16.81826838,6.73517354,0.44429432,724.6006743,7.63249317,0.447259143,0.022512724,0.022782451,0.02423274,58.35812391,0.149280745,0.178920373,61.95499089
36.29476082,703,9,731,37,-579.7873972,162,-545,127,-589,0.090490174,0.142257227,0.462251412,0.785128194,0.837842769,7.741934279,12.66056057,2.397744573,2.707436598,8.255670454,209.8493363,4.006267112,11.38454521,27.42453717,0.450610547,666.1544838,12.360766,0.35520316,0.033268636,0.025648548,0.019394926,68.76288033,0.155789606,0.171486944,90.58689978
-146.3700898,692,-151,697,-146,-29.02760963,991,191,771,-85,0.198910395,0.12450674,0.7961537,0.761518702,0.898346451,8.27452292,12.19470853,1.35611886,5.962124086,12.91386388,213.3039648,2.283101483,14.6743462,41.27132606,0.485553157,683.5465907,11.93635506,0.454454034,0.015817806,0.008807664,0.009740539,65.17198162,0.255255612,0.388827192,50.17397107
78.91943499,799,49,829,80,-509.5500833,315,-434,240,-528,0.087986208,0.093724386,0.538057952,0.86603353,0.679162663,3.984897975,5.769769871,1.755173479,14.23041803,7.854402775,207.7183503,4.288837978,10.0231003,34.06583579,0.482156011,681.3322846,8.582768294,0.404734462,0.034062577,0.02380416,0.012036027,57.45160608,0.125359898,0.300440736,86.81453804
-12.13534196,645,-25,658,-11,-228.2632127,562,-92,425,-263,0.261011534,0.160062242,0.651123616,0.786684786,0.871717774,10.63852965,9.679529874,1.601869225,9.240073915,10.28288237,198.0488764,3.864755866,6.779515216,39.31675653,0.530244028,670.1788556,5.753333831,0.399256529,0.017645863,0.011458951,0.025312574,51.17214749,0.154903301,0.452657656,75.87790874
67.32370312,894,42,919,68,-253.3200845,748,-66,561,-300,0.172482449,0.172085173,0.316521849,0.740464552,0.832437651,8.582229795,11.99829154,2.049626521,10.68896855,17.28837518,240.8180506,4.041933925,13.01893028,17.77859184,0.39180411,724.5984865,10.60038741,0.386541613,0.023000171,0.005997311,0.00801104,51.09084917,0.145343715,0.250363023,73.86099891
-124.7806522,758,-142,774,-124,-609.5545241,377,-523,291,-631,0.142889107,0.166247642,0.716238973,0.92459165,0.823013916,9.539792808,9.657659216,1.991403742,1.125724006,4.731753278,225.0268954,3.540328251,12.78930882,42.31021411,0.430467457,785.074916,13.98179596,0.441635517,0.029363949,0.012419525,0.011088702,59.78043367,0.122950497,0.577138502,86.68517788
-48.5616056,799,-55,806,-48,-584.5064503,347,-500,263,-606,0.288265339,0.113351335,0.671107454,0.784366616,0.755245229,6.82701263,13.6902197,1.874659717,22.09658042,12.88557247,196.7263245,2.794743264,8.570070228,29.67730309,0.490820693,702.7003005,3.298571152,0.465268588,0.014061805,0.008939965,0.020710212,47.17278672,0.189509791,0.364199618,88.66364519
-33.40540397,550,-53,570,-32,-215.9433646,500,-94,378,-247,0.1713323,0.169462633,0.464617935,0.623656346,0.823920408,7.813997473,13.01880134,1.958337932,19.12570851,16.45703779,237.1768045,2.516931793,15.94541563,45.37890342,0.47637946,650.2314859,10.71988108,0.325217322,0.048244553,0.00596231,0.008611976,56.15626872,0.113224822,0.307724473,74.74501772
-0.536313337,394,-16,410,1,-83.29125927,425,18,324,-109,0.288611206,0.220329809,0.405051881,0.803949998,0.758178062,9.696798204,12.1331894,1.721748292,12.02377679,14.2443386,185.6529585,2.424214218,4.060469011,25.36794864,0.420363467,766.2867156,6.372273884,0.20339123,0.026561162,0.017055656,0.033114259,55.36742679,0.154576762,0.385838909,68.77415339
-84.58199116,947,-88,950,-84,-446.799512,736,-261,550,-493,0.246667138,0.131535385,0.706431719,0.911323997,0.671940839,4.535989798,9.596965498,1.615075117,20.53778829,13.09687617,187.4344953,2.301069048,9.204828222,22.899954,0.414202435,696.3547975,5.621569273,0.486195524,0.009142905,0.012012261,0.008683557,46.63559177,0.135349059,0.35261332,80.68943941
-221.7348782,502,-223,504,-220,42.6110126,966,273,735,-15,0.214473127,0.21089421,0.525329139,0.765629799,0.874155567,6.986858227,13.86651393,1.929589359,8.556475506,15.03717241,199.6043899,1.140923419,17.21236089,43.08909542,0.430629623,762.5274562,13.71629731,0.359865517,0.029448639,0.009616827,0.029125046,54.76721309,0.190063156,0.474655857,57.96174333
-205.4592233,735,-210,740,-204,-271.0710985,849,-66,644,-323,0.150928971,0.127279148,0.735672582,0.838044178,0.776458631,8.492289897,14.81464169,1.638266813,17.45738671,13.64366391,228.0735508,1.887552272,12.92437383,34.15850281,0.375633548,734.5474007,12.13661384,0.422766712,0.019173878,0.008531112,0.022175311,58.80274832,0.139780777,0.355974484,70.01525361
45.65034943,662,17,691,47,-352.5464217,391,-257,295,-376,0.097893505,0.22544894,0.584391011,0.722856688,0.853695126,6.217910033,7.556984947,1.448607669,5.488254221,10.15266865,176.4351564,3.436002862,7.39315721,13.15154973,0.416376183,680.9189945,7.464622583,0.313714591,0.038825395,0.017646371,0.013862785,46.63052084,0.134540057,0.539270827,84.63155984
