"('SWOLF_Eutrophication', 'SWOLF')","('initflow', 'N_cont')","('Material_Properties', 'mcFC')","('Land_app', 'densPeat')","('initflow', 'C_cont')","('Land_app', 'perNasNH3fc')","('Land_app', 'PeatSubFac')","('Land_app', 'MFEN')","('Land_app', 'NO3')","('Material_Properties', 'densFC')","('Lanfill', 'percCStor_LF')","('Land_app', 'perNH3evap')","('Soil_seq', 'perCStor')"
-1.419072791,0.010473551,0.623340574,242.667339,0.138416941,34.07461869,0.775030162,0.460960023,0.443144471,693.3545331,89.22660553,15.82253378,7.42153005
-3.510781315,0.020487776,0.34369793,271.5552686,0.214795979,27.96429383,0.875568062,0.415637017,0.301905101,725.7633701,90.35533907,14.85012985,4.308959438
-3.766688703,0.01442182,0.569934985,206.1867752,0.377258821,7.407564989,0.868996161,0.357665444,0.685329644,666.1846317,88.82663553,18.66974139,2.990900986
-0.742475104,0.008331421,0.359733252,271.2424283,0.405280551,42.00329826,0.726152828,0.63238866,0.197919957,857.1246098,92.07327567,12.21907025,11.02988432
-1.328563579,0.020968702,0.307860291,219.2691711,0.184679935,47.54808074,0.615064036,0.26820125,0.092930407,777.0269237,90.20024023,16.42033843,5.597162881
-4.026988312,0.012918168,0.461469345,218.5463908,0.194765788,1.546828779,0.917403818,0.436423406,0.673044495,648.5990424,90.45486711,12.49803807,14.81547186
-1.704997138,0.006949006,0.362700252,257.3819132,0.15656011,34.41905759,0.702736118,0.629587896,0.613739265,744.6870469,92.84181303,13.94634263,5.015106911
-0.242931799,0.010344642,0.639239758,129.876621,0.354184863,35.17555811,0.615629391,0.430357144,0.099033866,837.7093436,89.41824626,13.26872396,6.310732535
-0.699572961,0.006409181,0.55851064,204.7661216,0.425615961,20.96803339,0.589503603,0.693519225,0.458522255,485.5541784,90.49497859,15.14013962,8.405250553
-3.860404486,0.023314446,0.546945959,58.17630281,0.183564382,35.6967341,0.635314351,0.710893224,0.679459946,658.5164321,85.8659702,13.37975523,10.10130199
-0.850816833,0.009920328,0.651727576,306.9820487,0.35791731,14.303682,0.682082636,0.519065782,0.350391368,682.8178195,88.21497182,12.53673667,14.21907815
-1.868288942,0.018617765,0.326856591,243.9095298,0.26548156,6.086457536,0.828196432,0.505051702,0.226530787,899.7679083,89.22565524,10.77472498,13.37178964
-3.208842223,0.027745444,0.351507138,156.9708384,0.196868917,31.41836568,0.724575326,0.555275493,0.224166968,847.7867072,89.09377699,14.82195979,15.03370757
-4.347424191,0.021278005,0.409669498,229.5898458,0.192331698,3.540069477,0.677279843,0.382952432,0.401159145,771.0188706,86.69975562,18.03715306,12.79719124
-4.612538406,0.027529558,0.204256151,150.21632,0.242611449,31.5791653,0.569849559,0.653895797,0.313727658,571.4021685,92.90903907,17.07308623,3.433371258
-0.348865755,0.023551249,0.556451588,200.9553276,0.153749148,39.22507737,0.91671333,0.354461726,0.044041583,740.1442901,95.15327183,15.05598739,13.16108152
-0.393904902,0.008712752,0.510327664,250.2253601,0.315944186,17.03300196,0.478092777,0.532594731,0.135464582,676.1310286,90.46900743,18.55289549,5.861502449
-4.375042866,0.014154327,0.323744324,156.7149815,0.243287591,36.68762016,0.56536041,0.403385125,0.608924425,626.7818624,88.69267041,14.36526915,14.933603
-0.260722279,0.010364764,0.251183483,274.4205376,0.208426056,35.8398423,0.804380283,0.741968617,0.066449686,787.7724972,91.21203342,17.67106624,13.77558432
-1.539048643,0.007931017,0.231459702,242.1592541,0.205503067,18.35171497,0.832855447,0.344000844,0.322921415,748.4039578,91.94979723,12.02202747,5.461351522
-1.657537117,0.01140551,0.36359913,149.9909738,0.276241383,18.56329231,0.853110786,0.564598891,0.339042237,425.3453563,88.21884205,16.368915,5.259781129
-5.478689192,0.01766893,0.199629476,241.5676137,0.186269432,44.68820146,0.524710317,0.218743112,0.421889759,739.3232548,87.02799742,14.66872439,6.163352826
-2.401583907,0.007935476,0.371667283,247.5504369,0.406052023,37.15640232,0.718799974,0.290034042,0.536690641,686.797691,90.77744257,18.44366569,5.135951173
-4.655688807,0.02003253,0.47291264,168.6560571,0.179754813,14.75247215,0.880484682,0.361318559,0.539167627,673.5862883,90.71352229,18.90812684,13.91291781
-3.026836432,0.007587587,0.278903469,188.1329238,0.219128112,42.68695071,0.49132255,0.683557207,0.82959592,688.8075199,86.88210425,14.00998087,8.814613617
-1.449768856,0.016276917,0.410236984,223.6662074,0.447413809,1.951168672,0.675225998,0.254954931,0.172524934,612.4212985,87.20318197,10.12906489,12.41718706
-0.753863111,0.00578115,0.406458537,222.3133068,0.273577517,26.80785459,0.832349117,0.691140929,0.349124073,611.5800105,87.68636936,10.92891102,3.928533894
-3.087961478,0.010282192,0.503850889,185.2133709,0.438755093,21.65694096,0.775055836,0.685334583,0.82687054,644.8370563,88.53215905,14.92968324,2.319402032
-2.249687983,0.013336752,0.61178343,238.0327088,0.300314471,8.750589063,0.668534555,0.323865705,0.524737114,653.5027129,89.26328703,18.45603417,6.956836177
-4.242035046,0.022576536,0.618228555,242.855082,0.196396212,17.14856232,0.392699506,0.207229546,0.525758806,607.0124777,89.54819225,15.91943515,2.839942146
-0.365123586,0.01224758,0.465578153,145.9402645,0.404268461,38.91246574,0.842195287,0.373517687,0.061963719,739.9183881,86.29310978,15.70303557,8.778941993
-4.932968461,0.01766556,0.370791659,83.99038561,0.398711018,32.46771065,0.661574214,0.796449118,0.852424862,753.4536388,90.77655869,18.84452659,2.136764321
-5.223582276,0.014839685,0.232904689,223.0532548,0.424074764,12.52252067,0.613564715,0.717115189,0.605426849,664.65236,90.65623503,18.55819483,13.19327702
-0.311409413,0.005339496,0.524619137,70.50075255,0.44308292,45.66347619,0.631328915,0.470577676,0.138665877,637.8796052,89.45028987,16.07159604,15.92691488
-4.763379671,0.019432267,0.339232406,297.4507667,0.372197128,47.25873637,0.828492537,0.607354179,0.502595036,527.921712,94.09060686,14.13072866,9.296538461
-3.079820633,0.011007355,0.434062578,276.0270955,0.443983627,47.5536546,0.504827215,0.457910451,0.616877038,773.4631951,93.94365098,14.87329746,6.060219939
-0.950733424,0.016597402,0.56913632,161.7203851,0.290607151,6.469999597,0.567192314,0.242387437,0.143213161,642.0938294,90.78585005,15.03376321,11.28586547
-2.970500612,0.024120945,0.562714719,296.0784235,0.252650984,4.434531955,0.870717702,0.201433931,0.319542651,630.1390805,85.74864893,14.12409068,9.366013676
-0.815865455,0.007068899,0.5693792,232.1000092,0.253548237,49.2992838,0.405441557,0.573881008,0.385484607,537.6195851,91.94865766,16.90223596,12.04636173
-1.328360769,0.012796048,0.232577478,157.1507661,0.36279105,40.72749217,0.548081909,0.772839265,0.1936075,745.9806882,92.41897233,13.88914668,2.530193331
-0.445238927,0.00824862,0.505905497,269.6773876,0.171373422,39.01337321,0.273545522,0.696839573,0.176531535,772.922111,94.25333569,10.95557813,14.78104069
-2.655636512,0.01755292,0.291926471,134.2029345,0.374069495,48.52647795,0.721550738,0.204426455,0.215536001,740.1758562,85.74138844,17.20364611,3.895726861
-1.06511523,0.013058447,0.569331248,213.1666641,0.388623646,1.772273748,0.591328162,0.66295654,0.284284141,715.8899346,85.75334564,12.84777798,7.681177861
-3.956288383,0.026457899,0.612185685,191.0590301,0.179920559,9.500569676,0.472897405,0.440348254,0.483989928,679.9198413,90.31833564,12.20657775,5.848947925
-5.858987503,0.026961136,0.569555151,229.0528532,0.202168913,5.598904456,0.4745071,0.241256132,0.540807577,777.2225684,92.30511161,19.39464286,13.6340429
-1.19197603,0.015681193,0.628242312,99.83079289,0.317206848,39.27829416,0.599297094,0.562871235,0.259616198,643.0406077,86.97687909,15.56546314,5.681382648
-1.728713893,0.019707973,0.560500988,178.9492041,0.436662215,44.87662579,0.900027116,0.289910267,0.224235811,642.4391917,84.8197882,15.67612317,2.292475697
-0.238301882,0.006627588,0.478645919,302.7212218,0.32521254,44.14648934,0.804712646,0.737127474,0.120698053,889.0984088,88.0766407,15.50235029,6.922403553
-3.769435492,0.027369292,0.625290167,112.1671614,0.344847378,24.0183874,0.936335132,0.294225443,0.435443532,704.2551106,92.00840927,11.85663611,6.312210828
-0.360891614,0.009462827,0.541311981,291.4281807,0.296712298,7.513610734,0.700077374,0.254731445,0.103488908,541.0759906,90.66527506,14.26911484,5.650478502
-4.932243385,0.012948977,0.182517458,135.7750712,0.25376557,39.86385093,0.715151717,0.488726014,0.666270169,685.4655216,97.99534363,16.87137879,13.73820174
-1.465655599,0.013745201,0.203225157,301.8919656,0.31316154,3.011131963,0.634503501,0.768292635,0.300348164,503.8913929,94.86462367,17.43762614,2.140317494
-0.828688122,0.006039461,0.444893952,179.4813671,0.23346105,28.96233051,0.785115525,0.642185942,0.323829978,716.089572,87.27615054,14.80875965,15.92130686
-0.949954565,0.020203319,0.63116217,126.0550179,0.107767437,11.09152234,0.827483181,0.795955802,0.293699715,838.0257612,93.43306167,17.40294747,9.645072835
-7.05855963,0.024548797,0.454007297,157.0172667,0.42855099,37.34522301,0.59405569,0.580983538,0.827618661,502.3303023,89.68649363,15.68978803,8.601266746
-1.532380141,0.01859342,0.257929304,215.2462644,0.158703099,3.153049141,0.84718046,0.285283343,0.132949192,785.2831067,93.82284909,12.26225803,15.82580688
-1.354469553,0.009440122,0.236218527,186.16926,0.462688759,24.14441076,0.669367477,0.32298137,0.198683231,592.2113779,85.08638816,14.45022284,4.827517243
-0.927798537,0.007773373,0.335063068,159.7092181,0.158279634,26.35197766,0.833424911,0.526881779,0.249574645,657.770058,87.92148295,14.50994119,2.91917321
-3.196042832,0.026849242,0.61269751,260.8481076,0.298631187,23.287116,0.739044351,0.76617275,0.610555568,714.7430973,87.24385201,14.04503274,10.82007877
-4.517593271,0.023611856,0.522680881,215.8916268,0.350036101,49.35125599,0.464825469,0.396187473,0.45331639,709.1681954,90.96818951,14.34331143,7.73660796
-0.683880039,0.022453164,0.477417036,179.0601573,0.293269888,41.38118618,0.716528099,0.512929338,0.084109686,636.418003,86.48572537,13.40705014,2.003765831
-3.260577525,0.022286253,0.352364939,254.8406506,0.170673918,3.502142509,0.787901709,0.499940255,0.345075462,653.4137564,90.73691904,14.6355733,13.31205528
-2.320851352,0.012371374,0.49045966,213.8920784,0.461469166,31.60626913,0.635390072,0.789821257,0.539609256,696.4803653,91.08354563,18.76419678,14.23543712
-5.370297854,0.016491496,0.378494677,193.3972421,0.339546445,46.15183617,0.830008607,0.36790211,0.586527182,580.5944049,83.49368167,15.23857888,6.5677858
-2.354661596,0.01408803,0.584694304,168.4854187,0.410577175,46.22121822,0.501705003,0.421895422,0.505385749,808.3049042,85.46547503,11.30252604,2.572536909
-2.014168453,0.009588272,0.188514551,51.01506825,0.384333306,30.73188637,0.948830332,0.242555034,0.264094871,644.7703803,89.65929868,15.72086287,3.973179368
-0.504891759,0.025565764,0.444332981,181.5419318,0.292893913,24.70238218,0.380560639,0.269920495,0.040130658,622.9316334,90.82039421,14.47220923,14.67293619
-5.348059027,0.02328977,0.304912945,236.4190906,0.439584533,7.682615178,0.597476972,0.221083489,0.357591418,898.0686686,89.39685009,15.16043128,10.60285184
-0.82540173,0.020724205,0.182504056,320.2615373,0.444370113,11.23157259,0.647712021,0.752497575,0.093417751,856.388524,89.39413437,16.07633494,2.841914721
-5.331436931,0.017412567,0.520653649,169.7065597,0.163428633,18.82468559,0.770906258,0.200741995,0.666043401,820.879769,91.58786675,15.69511814,4.986683062
-0.946520846,0.012269102,0.621883177,317.1433773,0.189872185,1.636296457,0.748793347,0.54133187,0.268517846,947.1488157,87.83848031,11.96482782,5.566952866
-4.437554081,0.01210595,0.496158042,205.9169719,0.191689694,3.632914671,0.391541722,0.244432142,0.824730568,948.327454,86.34137419,15.59623368,5.713285736
-1.678191083,0.015321424,0.605352313,176.7932125,0.142998742,30.65726024,0.77252089,0.387226695,0.372231828,567.5594641,88.52800195,13.52552135,8.886948344
-1.472546539,0.01330181,0.403429952,186.3433628,0.425072727,42.36532152,0.9027162,0.402723396,0.223625626,549.597919,91.38761298,13.22025674,12.09557616
-3.497890797,0.021790148,0.614523239,161.7638085,0.33210092,27.61234258,0.803011167,0.572520824,0.608264127,879.4797778,90.18791285,11.32396621,9.487768294
-1.567108968,0.018782556,0.371087932,170.6541358,0.36043697,19.27177195,0.837542938,0.338013299,0.161837452,801.8391043,91.67510737,13.95634796,2.967917221
-4.517955074,0.018537491,0.249715843,75.15563941,0.344665526,26.69156535,0.604492661,0.421591327,0.387568686,638.8864119,83.95153941,16.11703666,12.1526067
-4.938980362,0.012493941,0.235779365,146.1878955,0.323071856,14.87747678,0.622746822,0.558297476,0.774607855,764.6186206,85.17895396,17.19321071,7.511707457
-1.348730099,0.01032612,0.53539936,206.3247156,0.42023229,4.407986604,0.730790033,0.780744178,0.575843527,847.5962394,92.61587098,15.31164934,11.29441313
-1.606949382,0.01569736,0.663462441,152.1185283,0.299516982,7.800267217,0.834471175,0.453535207,0.391897675,526.0909697,87.8381152,19.30114518,8.080040397
-7.173579842,0.027435545,0.413847607,191.8119647,0.171322837,3.940723644,0.899298787,0.291350662,0.502347437,527.557336,87.43841968,14.74237097,15.44386066
-1.137112647,0.023968999,0.390055353,203.6513378,0.104988308,44.25493179,0.772093443,0.39741381,0.10383926,782.1319028,93.97154382,17.90539368,10.34645812
-4.419722174,0.019511684,0.516566184,276.2055079,0.269946477,37.75464664,0.818332442,0.405891166,0.586488948,691.9974079,90.69489215,11.11568957,8.32699147
-2.6177998,0.024656199,0.498580072,242.4004703,0.225626193,44.02511238,0.856830129,0.603171999,0.308218504,778.9804529,92.13300169,18.03862197,15.22633983
-0.888283696,0.010067972,0.425559911,132.9796397,0.242660506,38.37140197,0.491101486,0.309019161,0.171543304,781.3264873,88.99217388,15.3453781,12.74978149
-3.532836113,0.027925052,0.280582658,241.2576983,0.352390893,43.6515411,0.889272657,0.380858682,0.215959345,891.4464858,88.70986939,10.83969701,3.982556847
-0.500920295,0.010232738,0.214178897,218.9333421,0.441381156,15.06147305,0.43362908,0.43211634,0.071809066,766.0117198,91.06433423,14.03725403,15.03025084
-0.503050937,0.009264445,0.270727502,98.1263631,0.261501339,7.931216936,0.727801513,0.768460792,0.126535271,588.3255642,94.51262902,13.11571549,6.731734295
-1.46492767,0.027706133,0.424365131,161.0108065,0.109663575,9.123380867,0.568359219,0.251405868,0.100659277,477.3180866,91.13982071,15.25425297,10.36182944
-7.823582121,0.027744758,0.37554981,177.7097847,0.450666759,38.28272224,0.5314063,0.711386837,0.605823359,749.869034,94.82432568,19.41905199,10.01149062
-0.553591826,0.009396713,0.38301852,159.3575179,0.457051145,27.6976262,0.767883137,0.268264964,0.107900481,867.9778586,89.10793415,15.94133172,8.454247465
-0.059623404,0.005369457,0.511166214,289.6248618,0.331760519,18.80253089,0.792526549,0.496872079,0.052189317,685.1403783,94.8360574,14.09574417,2.089173593
-2.614747266,0.006247826,0.182604703,155.1683445,0.203101196,35.66048202,0.484704523,0.463576137,0.702769129,796.6272534,86.74008934,11.94971364,8.280248816
-2.810941998,0.009912265,0.395374445,283.4678387,0.306162803,49.78475839,0.895195786,0.630555417,0.681970666,786.931141,87.1231762,15.61223808,10.43844286
-6.315796706,0.023683236,0.53206281,130.8499878,0.241617089,47.77240809,0.5556287,0.632556168,0.766915717,626.1766902,87.63701483,15.76894392,11.15756954
-0.648038403,0.014753051,0.414430862,103.1540773,0.36575647,36.99925234,0.896746463,0.517856077,0.090913613,650.9354931,90.14010969,18.30358244,3.549015093
-2.661807614,0.022315352,0.475318212,201.3882939,0.115386646,41.36150935,0.607227091,0.637990065,0.350456889,898.4689786,96.14915646,14.39575848,2.354761566
-1.018035035,0.011459432,0.353190224,142.5174522,0.417317835,47.6703821,0.561344271,0.331982998,0.155177849,605.0069332,95.80798074,16.25711907,7.81265362
-2.935654485,0.008513781,0.357957698,193.4673196,0.273105635,45.98025524,0.835547298,0.748736203,0.719188487,718.1270056,89.8499383,15.02489395,8.029114305
-0.997912193,0.008235899,0.550538258,25.09821282,0.265288214,40.17668535,0.788018937,0.696505444,0.377768198,743.1070217,86.02489785,17.71037951,11.99417004
-2.502446269,0.010578944,0.284502108,154.9279648,0.425313653,40.27726481,0.646849935,0.675724759,0.469143783,742.3362385,83.57174705,11.48636319,5.145789873
-7.320549498,0.016452107,0.227885893,152.9844519,0.325541081,18.33621951,0.736049723,0.618127969,0.804259398,567.6600588,90.57003894,12.24118685,6.135756495
-9.710607017,0.022635133,0.252212241,207.9294878,0.447297365,19.64016542,0.616376902,0.258475076,0.622187625,759.3593991,90.44346198,15.85661697,3.263329515
-0.801157499,0.005270649,0.524931405,166.3058624,0.200629079,40.99517732,0.430597548,0.375447448,0.401761026,610.3509175,88.65391871,14.42656942,7.61287751
-6.137606811,0.019266413,0.292706946,187.6169882,0.241957335,29.66219206,0.392594713,0.654609714,0.784229158,555.515507,91.19977328,15.09631674,4.029774916
-8.124983106,0.027604943,0.201161844,308.0895761,0.199599312,21.48680795,0.45441283,0.424694338,0.442423376,723.5381249,91.83880697,15.13328972,4.053061692
-2.055371685,0.010481195,0.426628675,157.980119,0.17280652,23.49860716,0.804986746,0.47593672,0.497835583,544.8333805,90.76764537,13.33301453,2.604807243
-3.004623892,0.01684625,0.569570967,171.6365945,0.190626814,36.18264148,0.735481874,0.245610517,0.437964824,442.3027372,89.49716477,15.16766237,4.362969382
-0.364361999,0.025181106,0.32132662,187.1365345,0.296423502,13.08394128,0.65237545,0.79512183,0.068726605,618.7869291,91.63518591,17.16928621,3.685493979
-1.77316214,0.01146286,0.570198142,369.4176133,0.300933511,40.17676372,0.817428505,0.714276686,0.615829148,656.1835801,85.5574514,15.36553988,12.23860832
-5.768259366,0.024022063,0.586094449,173.3981025,0.16127326,35.99970167,0.415284723,0.653783757,0.813412667,470.8275509,89.6493851,12.73036008,6.118127363
-5.481576908,0.020178783,0.610727882,127.2054831,0.446550575,43.49720167,0.880354288,0.387550053,0.801058762,655.000041,83.44639725,12.49659557,6.2650269
-3.398939288,0.00808639,0.298669278,196.5096976,0.260864791,10.2956514,0.650058093,0.447122492,0.704618446,302.8470474,87.20661261,14.07201876,12.08384244
-1.302696358,0.007572759,0.669331675,253.236369,0.241943037,11.50333136,0.709607888,0.58172911,0.801864726,697.0757228,96.93111331,19.21876534,14.61200908
-3.96045975,0.019797065,0.323184727,216.2855645,0.320853583,12.25563097,0.590114921,0.593537084,0.495559116,670.5329423,92.62798546,14.4446915,15.95782552
-2.197259253,0.011505717,0.391109236,274.5055516,0.267612551,19.65338479,0.768649103,0.366847299,0.394521055,816.1328647,91.1839766,14.31885478,5.344498593
-7.409756112,0.021091923,0.353641568,232.0556679,0.348326288,25.77771998,0.802963378,0.462930194,0.686404158,563.1402897,91.00919512,15.69526912,10.02886287
-2.607167351,0.021332117,0.659026661,173.0454226,0.283254488,16.64256474,0.615048851,0.647532678,0.537594935,816.6407652,84.45681867,16.87851274,8.612176595
-8.376482433,0.023908235,0.548248126,231.6750345,0.354422446,35.53825756,0.434404025,0.244027209,0.83947725,625.8643634,89.18061542,17.06548196,5.269622654
-0.156217848,0.006157172,0.298987007,267.0476254,0.23891264,49.6119542,0.654059783,0.660237456,0.073278289,617.6980789,89.28163312,14.14130229,5.40113067
-2.580412106,0.0221967,0.383160555,192.6782132,0.309089974,29.42842731,0.740058611,0.577815181,0.259769022,645.045694,88.46065818,15.76301744,6.570165685
-2.926637622,0.020481339,0.246451878,222.5352764,0.465526323,19.87950777,0.851748335,0.777115883,0.404654387,768.7600471,93.83254052,15.0163447,14.36376974
-6.53541263,0.020217221,0.246243695,108.8101663,0.235537405,9.182280949,0.794018145,0.71848153,0.57699134,727.6349527,90.13479439,15.21684871,7.87685463
-1.125345109,0.026869972,0.184388978,231.5208823,0.356560619,48.33125605,0.852651611,0.393643631,0.060931395,666.0880148,88.83492396,17.84063467,6.484868712
-0.366347706,0.006859507,0.611047079,223.6554101,0.218888507,27.24115562,0.797626669,0.666504943,0.23838732,619.1941906,91.95442146,17.91133177,15.05647603
-0.9353131,0.023846221,0.371344266,53.72506869,0.195112137,44.91137649,0.797060153,0.393987094,0.074124385,655.2164184,92.07753487,12.45406369,13.85577621
-5.550747644,0.01731751,0.18039361,215.093017,0.175007509,8.562396612,0.738185556,0.281235164,0.430605849,624.6253127,93.80502558,14.94951092,15.13244038
-0.69345465,0.010465686,0.22902245,160.2469691,0.209327377,13.14410385,0.476717412,0.546153633,0.126342939,785.1832646,91.4446414,18.28600327,2.509172398
-1.847443343,0.006697002,0.333101626,123.6672986,0.182617425,23.30531756,0.497711817,0.20591187,0.431939034,843.7934825,98.24917642,14.2823989,14.74779604
-2.320772107,0.008237285,0.389949991,234.0550798,0.201623952,31.09354342,0.659169962,0.641819387,0.679192909,674.3278168,88.26558138,18.58494217,7.663298534
-4.865139367,0.018746235,0.439228124,194.8189902,0.298100044,18.0489538,0.705247757,0.492489615,0.608419064,588.1482356,94.39344898,13.99644758,15.32572091
-11.98980165,0.025763527,0.288825671,166.1275215,0.21222249,37.40587631,0.802747307,0.274727111,0.740102767,738.4418731,90.4458749,19.09772164,10.55008505
-0.537322138,0.016203248,0.26214874,161.8080131,0.21605534,44.3957233,0.587225072,0.761057386,0.07834321,590.4982778,88.55657664,11.35294429,6.503036511
-3.159379467,0.021858389,0.419100919,251.8589603,0.149388009,33.59161386,0.362195324,0.527077372,0.377499655,823.8921084,88.73427966,15.58032147,15.87711844
-0.401331744,0.020619234,0.572136782,212.8747942,0.347667807,27.37762892,0.639803452,0.427621921,0.058896314,770.0257454,89.52377138,15.614401,7.292174588
-0.045298661,0.009356868,0.459413431,191.7569831,0.242562751,31.79216709,0.552643848,0.71166874,0.035150028,797.9541209,89.2041413,14.69285631,6.785292207
-4.463374949,0.011854658,0.19314404,281.9692815,0.246410721,7.896709939,0.882127565,0.246199329,0.519088128,868.0627438,89.27108536,13.73059292,7.45207459
-4.714707129,0.02384793,0.578242995,223.2940305,0.388216585,48.9488394,0.28287765,0.460497543,0.535802084,665.6864849,85.60804507,13.2207364,14.12411609
-4.367454662,0.009211021,0.227637999,248.0630278,0.41685845,4.219414093,0.554647608,0.307083411,0.71685422,487.2107239,91.3720785,14.28793222,14.0921768
-1.934802828,0.008306407,0.36199574,121.5186269,0.177000186,41.90256329,0.408779646,0.545818447,0.462541615,682.6931479,85.74786262,18.20171981,2.155745253
-5.480661868,0.021112983,0.466983427,225.9980323,0.250707876,21.69447688,0.707093191,0.252365669,0.515211886,769.984858,96.10190911,18.42157318,2.901825711
-9.8773888,0.02706168,0.211521575,124.5629899,0.226023974,41.66458892,0.510804487,0.643955507,0.746227058,570.0510953,90.11558593,13.44068281,3.458884512
-3.369632494,0.017808205,0.457792408,249.2860428,0.41091184,48.20855969,0.650733879,0.598014938,0.423150524,719.3738111,87.80515443,16.76279229,15.5478659
-2.307724625,0.019499853,0.642040405,147.1372378,0.308717439,17.94893788,0.379253373,0.411988525,0.413206577,961.3487876,84.52445486,15.53107025,11.12632892
-5.678786561,0.021262162,0.420761952,301.1454729,0.211682008,49.21175801,0.90071841,0.451817245,0.571041141,796.9145534,90.40132345,15.49644994,15.30716612
-0.350528365,0.011770257,0.251854328,128.5440104,0.349100033,36.96281323,0.680462857,0.758452502,0.072013552,680.6949495,88.56790918,17.75398951,15.90644696
-2.654279256,0.017439794,0.510706457,142.94925,0.230284846,5.723973061,0.645671663,0.335052299,0.350401615,797.3570149,90.95904932,17.43100291,4.537225295
-1.217486222,0.014563353,0.589555282,237.3129882,0.415053686,5.018450223,0.870595969,0.372744104,0.258626533,765.4827189,92.22692212,14.44243595,7.343244967
-0.951114857,0.009108979,0.458106966,245.3386992,0.232343665,7.613842622,0.437637593,0.203214689,0.218948955,868.9826349,97.88201353,14.39443716,3.006566013
-2.536982156,0.011893239,0.437804033,228.3968109,0.126672283,17.83043156,0.3880624,0.573041691,0.502413272,917.3289896,96.43875519,14.6720909,13.27661473
-0.439392381,0.016549089,0.350147129,241.4955646,0.180593343,49.07956167,0.770578238,0.532100565,0.058876547,573.0578268,85.73120309,11.22786141,12.30381838
-0.887984919,0.016638824,0.376944291,185.9427895,0.451046072,42.45718236,0.866442702,0.592729676,0.119198981,727.6091173,90.2279786,14.49041623,5.19670794
-1.116855799,0.006256784,0.654703662,184.7288003,0.425565533,45.70663756,0.562811509,0.21332463,0.567963228,649.3007024,92.7346641,18.14040628,12.28463667
-1.980878018,0.025689401,0.485352288,114.1367358,0.113115684,12.32200946,0.43595298,0.557642165,0.206327056,712.8518036,87.17128721,18.42550019,5.726320283
-3.971033864,0.024692748,0.180316344,318.4736046,0.378654448,49.14571052,0.571607133,0.647614877,0.323568853,668.4589672,86.71811501,16.14326856,10.53765121
-2.385990431,0.009947896,0.355767197,311.9892858,0.322271522,10.39897486,0.791275793,0.594884077,0.509782132,689.2056839,89.72264906,16.31287673,8.163662776
-0.787246141,0.021964012,0.523056191,211.3680372,0.421084105,3.657525296,0.834060433,0.669531114,0.127131564,596.5826331,89.60454748,14.98686036,9.529256603
-6.183907459,0.027250421,0.551894891,169.2471317,0.272279325,7.542535589,0.851111376,0.395889278,0.577004799,573.4301138,89.42811729,12.48737392,3.666200164
-5.774765025,0.023846408,0.468612461,184.530943,0.38593517,22.02068165,0.856965868,0.692562245,0.849707804,595.4770104,85.49717213,15.32310654,3.235010787
-5.027461507,0.014438497,0.330919815,265.5518717,0.1025418,30.56438061,0.932241127,0.784860433,0.855115335,723.9603165,89.1293993,17.12507232,3.607438734
-1.573909117,0.02246501,0.528231537,286.3434961,0.297973821,1.316915411,0.820628019,0.463085846,0.186395038,656.1204138,91.87724321,17.10552158,7.450015661
-3.292999789,0.02159439,0.346478722,217.0183976,0.218161225,35.29321989,0.746950237,0.422422659,0.314560599,731.5950229,89.44904948,15.73290353,11.26909382
-4.886100543,0.021201908,0.37717708,277.5474094,0.148077447,13.90691976,0.732025891,0.46946273,0.461718318,1004.574807,85.5054677,15.30437254,13.42903
-0.408085495,0.022030889,0.640473966,211.0446503,0.413922721,43.61282062,0.663566827,0.720340101,0.078724757,752.8742464,92.03160184,14.03197609,10.15706561
-2.566069023,0.011137075,0.266896156,21.23642581,0.117135226,20.37829867,0.703816599,0.497868759,0.419412781,705.4308898,89.27770462,12.28791247,2.003138237
-0.277835014,0.010559644,0.276238426,224.8141306,0.450560853,25.54360785,0.73183188,0.274602811,0.036293216,826.8423569,90.48936357,13.99825434,8.744876353
-6.815022141,0.019406986,0.429512214,292.533307,0.3819321,48.97503775,0.796915346,0.461374936,0.7700263,732.1676188,87.4790942,14.3801246,12.514228
-5.365027189,0.014889196,0.24863143,206.4740824,0.402802274,24.67637663,0.61936123,0.55037323,0.643347633,585.7869857,85.66015911,15.5181602,6.762297622
-2.11216706,0.0061248,0.298944394,130.4931194,0.34456391,41.7498988,0.462787117,0.590591142,0.715427906,807.6362072,88.51129055,14.72445123,3.460658502
-3.633755823,0.016432932,0.235595299,230.4721674,0.437788897,37.1829057,0.822640234,0.671512705,0.476415798,539.0656628,89.17320965,14.7410861,5.570827074
-0.963602405,0.01921208,0.487379887,153.4845807,0.102795034,10.80719555,0.806888193,0.650122735,0.142332786,597.144751,89.71823369,18.10979617,10.46920001
-0.54127843,0.008960535,0.304263704,226.9250025,0.30712713,33.94042228,0.831696057,0.42519408,0.096463359,815.3599745,87.48778826,17.38487429,5.157391905
-1.728922509,0.008182367,0.468221745,247.2353756,0.332541684,47.54382831,0.85333466,0.773514139,0.527665921,793.8658268,93.57226606,17.69978599,10.03700577
-3.138595538,0.007344072,0.367599255,144.4763717,0.43466869,49.28384907,0.564380143,0.427345208,0.786599156,589.8987577,88.71625833,12.08651324,4.922460223
-7.345247337,0.018927254,0.412832812,252.6783687,0.141174538,29.57552885,0.924470993,0.620108403,0.852114895,659.2174737,89.33079722,18.48037954,14.22272264
